Rk,Player,Pos,Tm,Cap Hit
,Ryan Grant\GranRy01,WR,WAS,$690000
,Laurent Duvernay-Tardif\DuveLa00,OT,KAN,$690000
,Marcus Burley\BurlMa00,CB,HOU,$690000
,Daniel McCullers\McCuDa00,DT,PIT,$690000
,Marquis Flowers\FlowMa00,OLB,NWE,$690000
,Beau Allen\AlleBe00,DT,PHI,$690000
994,John Hughes\HughJo00,DT,NOR,$688235
,John Greco\GrecJo20,T,NYG,$688235
,Nick Novak\novaknic01,K,LAC,$688235
997,A'Shawn Robinson\RobiAS00,DT,DET,$687892
998,Ameer Abdullah\AbduAm00,RB,DET,$687830
999,Hroniss Grasu\GrasHr00,C,CHI,$687500
1000,Jamon Brown\BrowJa04,OT,LAR,$686686
1001,Robert Blanton\BlanRo00,CB,BUF,$683824
,David Bass\BassDa00,DE,2TM,$683824
,George Johnson\JohnGe00,DE,2TM,$683824
,Johnthan Banks\BankJo00,CB,HOU,$683824
1005,Damontre Moore\MoorDa01,DE,DAL,$683823
1006,Michael Thomas\ThomMi05,WR,NOR,$682681
1007,Tevin Coleman\ColeTe01,RB,ATL,$680000
1008,Jason Spriggs\SpriJa00,OT,GNB,$677468
1009,Jarran Reed\ReedJa02,DT,SEA,$672256
1010,Nick Martin\MartNi00,C,HOU,$667044
1011,Deion Jones\JoneDe01,OLB,ATL,$656620
1012,David Amerson\AmerDa00,CB,OAK,$650000
1013,Cornelius Lucas\LucaCo01,T,LAR,$649412
1014,Jordan Devey\DeveJo00,T,KAN,$649408
1015,Mackensie Alexander\AlexMa01,CB,MIN,$646196
1016,Jaelen Strong\StroJa01,WR,2TM,$644705
1017,Tyler Boyd\BoydTy00,WR,CIN,$643589
1018,Duke Johnson\JohnDu00,RB,CLE,$642500
1019,Cody Whitehair\WhitCo03,OG,CHI,$642026
1020,P.J. Williams\WillP.00,CB,NOR,$640000
1021,T.J. Green\GreeT.00,FS,IND,$639420
1022,Tim Lelito\LeliTi00,G,DET,$638235
1023,Danielle Hunter\HuntDa01,DE,MIN,$636000
1024,Sean Davis\DaviSe00,FS,PIT,$635771
1025,Justin Drescher\DresJu20,C,ARI,$635292
1026,Chris Conley\ConlCh00,WR,KAN,$635000
1027,Eli Harold\HaroEl00,OLB,SFO,$634000
1028,Jordan Hicks\HickJo00,OLB,PHI,$633000
1029,Carl Davis\DaviCa01,DT,BAL,$630750
1030,Vonn Bell\BellVo00,SS,NOR,$630559
1031,Chaz Green\GreeCh02,OT,DAL,$630375
1032,James Bradberry\BradJa00,CB,CAR,$630038
1033,Henry Anderson\AndeHe00,DE,IND,$629500
1034,Adam Gotsis\GotsAd00,DT,DEN,$628996
1035,Tyler Kroft\KrofTy00,TE,CIN,$628000
1036,Ty Montgomery\MontTy01,WR/RB,GNB,$625000
1037,Kevin Byard\ByarKe01,S,TEN,$618566
1038,Steven Nelson\NelsSt01,CB,KAN,$618500
1039,Carl Nassib\NassCa00,DE,CLE,$618110
1040,Grady Jarrett\JarrGr00,DT,ATL,$615000
,Nick O'Leary\OLeaNi00,TE,BUF,$615000
,Justin Hardy\HardJu00,WR,ATL,$615000
,Brent Qvale\QvalBr01,T,NYJ,$615000
,Mike Hull\HullMi02,LB,MIA,$615000
,Christian Covington\CoviCh00,DT,HOU,$615000
,James O'Shaughnessy\O'ShJa00,TE,JAX,$615000
,Brandon Coleman\ColeBr00,WR,NOR,$615000
,Shelby Harris\HarrSh00,DE,DEN,$615000
,Leonard Williams\WillLe02,DT,NYJ,$615000
,Brett Hundley\HundBr00,QB,GNB,$615000
,Joe Thomas\ThomJo04,LB,GNB,$615000
,Kwon Alexander\AlexKw00,OLB,TAM,$615000
,T.Y. McGill\McGiT.00,DT,CLE,$615000
,Quinton Spain\SpaiQu00,OG,TEN,$615000
,Greg Mancz\MancGr00,C,HOU,$615000
,Jameis Winston\WinsJa00,QB,TAM,$615000
,Nick Easton\EastNi00,C,MIN,$615000
,Darius Philon\PhilDa01,DT,LAC,$615000
,Michael Burton\BurtMi00,FB,CHI,$615000
,Justin Coleman\ColeJu01,CB,SEA,$615000
,Deshazor Everett\EverDe01,CB,WAS,$615000
,Brian Peters\PeteBr00,LB,HOU,$615000
,Bennie Fowler\FowlBe00,WR,DEN,$615000
,Jamie Meder\MedeJa00,DT,CLE,$615000
,Martavis Bryant\BryaMa00,WR,PIT,$615000
,Sammie Coates\CoatSa00,WR,CLE,$615000
,David Mayo\MayoDa00,ILB,CAR,$615000
,Clayton Geathers\GeatCl00,SS,IND,$615000
,Tyler Patmon\PatmTy00,CB,JAX,$615000
,Javorius Allen\AlleJa01,RB,BAL,$615000
,Bobby McCain\McCaBo01,CB,MIA,$615000
,Nick Boyle\BoylNi00,TE,BAL,$615000
,Mark Glowinski\GlowMa00,OG,SEA,$615000
,Shaquil Barrett\BarrSh00,OLB,DEN,$615000
,Stefon Diggs\DiggSt00,WR,MIN,$615000
,Brandon Scherff\ScheBr00,OT,WAS,$615000
,Blake Bell\BellBl00,TE,MIN,$615000
,Tyrell Williams\WillTy00,WR,LAC,$615000
,Martrell Spaight\SpaiMa00,OLB,WAS,$615000
,Ricardo Allen\AlleRi00,CB,ATL,$615000
,Roosevelt Nix\NixxRo01,LB,PIT,$615000
,Trevor Siemian\SiemTr00,QB,DEN,$615000
,Tyeler Davison\DaviTy01,DT,NOR,$615000
,Brandon King\KingBr02,DB,NWE,$615000
,Damien Wilson\WilsDa02,ILB,DAL,$615000
,Daniel Brown\BrowDa04,WR,CHI,$615000
,Bryce Hager\HageBr00,ILB,LAR,$615000
,Kyle Emanuel\EmanKy00,OLB,LAC,$615000
,Dexter McDonald\McDoDe02,CB,OAK,$615000
,Vic Beasley\BeasVi00,OLB,ATL,$615000
,Lorenzo Doss\DossLo00,CB,DEN,$615000
,Willie Snead\SneaWi00,WR,NOR,$615000
,Corey Grant\GranCo00,RB,JAX,$615000
,Ramik Wilson\WilsRa00,ILB,KAN,$615000
,Dion Jordan\JordDi00,DE,SEA,$615000
,Rakeem Nunez-Roches\NuneRa00,DT,KAN,$615000
,Jake Ryan\RyanJa00,OLB,GNB,$615000
,K'Waun Williams\WillKW00,DB,SFO,$615000
,Quandre Diggs\DiggQu00,CB,DET,$615000
,Rod Smith\SmitRo06,RB,DAL,$615000
,D.J. Alexander\AlexD.00,OLB,SEA,$615000
,Leterrius Walton\WaltLe00,DT,PIT,$615000
,Anthony Steen\SteeAn00,OG,MIA,$615000
,Khari Lee\LeexKh00,TE,BUF,$615000
,Hayes Pullard\PullHa00,ILB,LAC,$615000
,David Johnson\JohnDa08,RB,ARI,$615000
,Joe Cardona\CardJo00,LS,NWE,$615000
,Terron Ward\WardTe00,RB,ATL,$615000
,Kurtis Drummond\DrumKu01,S,HOU,$615000
,Anthony Chickillo\ChicAn00,DE,PIT,$615000
,Josh Shaw\ShawJo00,CB,CIN,$615000
,Jordan Berry\BerrJo00,P,PIT,$615000
,Ayodeji Olatoye\OlatAy00,DB,2TM,$615000
,Geoff Swaim\SwaiGe00,TE,DAL,$615000
,Zac Kerin\KeriZa00,C,DET,$615000
,Bryce Callahan\CallBr00,CB,CHI,$615000
,Jared Abbrederis\AbbrJa00,WR,DET,$615000
,Charley Hughlett\HughCh01,LS,CLE,$615000
,Josh Walker\WalkJo00,G,JAX,$615000
,Craig Mager\MageCr00,CB,LAC,$615000
,Shaq Mason\MasoSh01,C,NWE,$615000
,Chris Matthews\MattCh00,WR,BAL,$615000
,Corey Robinson\RobiCo00,OT,DET,$615000
,Tre McBride\McBrTr00,WR,CHI,$615000
,Jeremiah George\GeorJe01,ILB,IND,$615000
,Derron Smith\SmitDe05,FS,2TM,$615000
,Ryan Russell\RussRy00,DE,TAM,$615000
,Adam Humphries\HumpAd00,WR,TAM,$615000
,Jeff Heuerman\HeueJe00,TE,DEN,$615000
,Bryce Petty\PettBr01,QB,NYJ,$615000
,Rontez Miles\MileRo00,FS,NYJ,$615000
,Max Garcia\GarcMa00,C,DEN,$615000
,Zach Zenner\ZennZa00,RB,DET,$615000
,Matt Paradis\ParaMa00,C,DEN,$615000
,Jon Feliciano\FeliJo00,OG,OAK,$615000
,Thomas Rawls\RawlTh00,RB,SEA,$615000
,Amari Cooper\CoopAm00,WR,OAK,$615000
,Trey Flowers\FlowTr00,DE,NWE,$615000
,Sean McGrath\McGrSe00,TE,LAC,$615000
,Trenton Brown\BrowTr02,OT,SFO,$615000
,John Miller\MillJo04,OG,BUF,$615000
,Rodney Gunter\GuntRo00,DT,ARI,$615000
,Josh Wells\WellJo02,T,JAX,$615000
,T.J. Clemmings\ClemT.00,OT,WAS,$615000
,Seth Roberts\RobeSe00,WR,OAK,$615000
,Geremy Davis\DaviGe00,WR,LAC,$615000
,Darrell Williams\WillDa07,T,LAR,$615000
,Jason Myers\MyerJa00,K,JAX,$615000
,Andrew Donnal\DonnAn00,OT,BAL,$615000
,Za'Darius Smith\SmitZa00,DE,BAL,$615000
,Quinton Dunbar\DunbQu00,WR,WAS,$615000
,Marcus Mariota\MariMa01,QB,TEN,$615000
,Jalston Fowler\FowlJa00,FB,TEN,$615000
,Bradley Pinion\PiniBr00,P,SFO,$615000
,Jesse James\JameJe00,TE,PIT,$615000
,Cameron Artis-Payne\ArtiCa00,RB,CAR,$615000
,Ibraheim Campbell\CampIb00,SS,2TM,$615000
,Quan Bray\BrayQu00,WR,IND,$615000
,Jay Ajayi\AjayJa00,RB,2TM,$615000
,Brett Jones\JoneBr04,C,NYG,$615000
,Denzelle Good\GoodDe01,OT,IND,$615000
,Jamison Crowder\CrowJa00,WR,WAS,$615000
,James Winchester\WincJa00,LS,KAN,$615000
,Aaron Ripkowski\RipkAa00,FB,GNB,$615000
,Jonathan Anderson\AndeJo01,LB,CHI,$615000
,Will Tye\TyexWi00,TE,NYJ,$615000
,Chris McCain\McCaCh00,LB,LAC,$615000
,Greg Van Roten\VanRGr00,G,CAR,$615000
,Anthony Harris\HarrAn01,DB,MIN,$615000
,Matt Longacre\LongMa00,DE,LAR,$615000
,Bobby Hart\HartBo00,OG,NYG,$615000
,JJ Nelson\NelsJJ00,WR,ARI,$615000
,Xavier Williams\WillXa00,DT,ARI,$615000
,Neal Sterling\SterNe00,WR,NYJ,$615000
,Darryl Roberts\RobeDa00,CB,NYJ,$615000
,David Andrews\AndrDa00,C,NWE,$615000
,Ladarius Gunter\GuntLa00,CB,2TM,$615000
,C.J. Uzomah\UzomC.00,TE,CIN,$615000
,Kevin White\WhitKe00,WR,CHI,$615000
,Chris Boswell\BoswCh00,K,PIT,$615000
,Raheem Mostert\MostRa00,RB,SFO,$615000
,Daryl Williams\WillDa06,OT,CAR,$615000
,A.J. Derby\DerbA.00,TE,2TM,$615000
,Kendall Lamm\LammKe00,T,HOU,$615000
,Adrian Amos\AmosAd00,FS,CHI,$615000
1186,Maliek Collins\CollMa00,DT,DAL,$612500
1187,Deandre Coleman\ColeDe01,DT,BUF,$608820
1188,Yannick Ngakoue\NgakYa00,OLB,JAX,$605041
1189,Cody Kessler\KessCo00,QB,CLE,$604049
1190,Bronson Kaufusi\KaufBr01,DE,BAL,$603500
1191,Jonathan Bullard\BullJo00,DE,CHI,$599000
1192,Kenyan Drake\DrakKe00,RB,MIA,$595000
1193,Shamarko Thomas\ThomSh00,SS,BUF,$592647
,Michael Person\PersMi00,OL,IND,$592647
,Marcus Cromartie\CromMa01,CB,HOU,$592647
,Earl Watford\WatfEa00,OG,ARI,$592647
1197,Zach Line\LineZa01,FB,NOR,$592644
,Stevan Ridley\RidlSt00,RB,PIT,$592644
1199,Dwight Freeney\FreeDw00,DE,2TM,$588235
1200,Darian Thompson\ThomDa05,FS,NYG,$585000
1201,Leger Douzable\DouzLe00,DT,SFO,$582353
,Ahtyba Rubin\RubiAh99,NT,2TM,$582353
1203,C.J. Spiller\SpilC.00,RB,KAN,$582253
1204,Jacoby Brissett\BrisJa00,QB,IND,$580038
1205,Akeem Hunt\HuntAk01,RB,KAN,$578824
1206,Isaac Seumalo\SeumIs00,OG,PHI,$574000
1207,KeiVarae Russell\RussKe00,CB,CIN,$570000
1208,Kenjon Barner\BarnKe00,RB,PHI,$568235
1209,Shon Coleman\ColeSh00,OT,CLE,$568000
1210,C.J. Prosise\ProsC.00,RB,SEA,$565000
1211,Brandon Williams\WillBr07,CB,ARI,$563500
1212,Le'Raven Clark\ClarLe01,OT,IND,$563000
1213,Nick Vannett\VannNi00,TE,SEA,$562000
1214,Daryl Worley\WorlDa00,CB,CAR,$560000
,Kyler Fackrell\FackKy00,OLB,GNB,$560000
,Javon Hargrave\HargJa00,DT,PIT,$560000
,Jordan Jenkins\JenkJo01,OLB,NYJ,$560000
,Leonte Carroo\CarrLe00,WR,MIA,$560000
1219,Graham Glasgow\GlasGr00,OG,DET,$558500
1220,Braxton Miller\MillBr03,WR,HOU,$557500
,Kendall Fuller\FullKe00,CB,WAS,$557500
1222,Rees Odhiambo\OdhiRe00,OG,SEA,$553000
1223,Gerald Hodges\HodgGe00,OLB,NOR,$547059
1224,Bobby Rainey\RainBo00,RB,BAL,$547056
1225,Matt Jones\JoneMa04,RB,IND,$542647
,L.J. Fort\FortL.00,LB,PIT,$542647
,John Timu\TimuJo00,ILB,CHI,$542647
,David Parry\ParrDa00,NT,NOR,$542647
,Nick Dzubnar\DzubNi00,LB,LAC,$542647
,Geneo Grissom\GrisGe00,OLB,NWE,$542647
,Troy Hill\HillTr01,CB,LAR,$542647
1232,Joe Vellano\VellJo00,DT,ATL,$542640
1233,LeShaun Sims\SimsLe00,CB,TEN,$540000
,Alex Erickson\EricAl01,WR,CIN,$540000
,David Morgan\MorgDa01,TE,MIN,$540000
,Sheldon Day\DayxSh00,DT,2TM,$540000
,De'Vondre Campbell\CampDe00,OLB,ATL,$540000
,C.J. Goodwin\GoodC.00,WR,2TM,$540000
,Jakeem Grant\GranJa00,WR,MIA,$540000
,Dwayne Washington\WashDw00,RB,DET,$540000
,Michael Bennett\BennMi01,DT,JAX,$540000
,Willie Henry\HenrWi00,DT,BAL,$540000
,Kavon Frazier\FrazKa00,FS,DAL,$540000
,Brian Mihalik\MihaBr00,DE,DET,$540000
,Stephen Weatherly\WeatSt00,OLB,MIN,$540000
,Cre'von LeBlanc\LeBlCr01,DB,CHI,$540000
,Patrick Onwuasor\OnwuPa00,LB,BAL,$540000
,Tyrone Holmes\HolmTy01,OLB,CLE,$540000
,Randall Telfer\TelfRa00,TE,CLE,$540000
,Jerell Adams\AdamJe01,TE,NYG,$540000
,Kalan Reed\ReedKa00,CB,TEN,$540000
,Joel Heath\HeatJo00,DT,HOU,$540000
,Kentrell Brothers\BrotKe00,ILB,MIN,$540000
,Jalen Richard\RichJa01,RB,OAK,$540000
,Tyler Larsen\LarsTy00,C,CAR,$540000
,Zaire Anderson\AndeZa01,LB,DEN,$540000
,Jalen Mills\MillJa02,CB,PHI,$540000
,Kamu Grugier-Hill\GrugKa00,OLB,PHI,$540000
,Ufomba Kamalu\KamaUf00,DE,HOU,$540000
,Christian Westerman\WestCh02,OG,CIN,$540000
,Peyton Barber\BarbPe01,RB,TAM,$540000
,D.J. Reader\ReadD.00,DT,HOU,$540000
,Pharoh Cooper\CoopPh00,WR,LAR,$540000
,David Fluellen\FlueDa00,RB,TEN,$540000
,Ken Crawley\CrawKe02,DB,NOR,$540000
,Derek Watt\WattDe00,FB,LAC,$540000
,Michael Pierce\PierMi00,DT,BAL,$540000
,Cory James\JameCo00,OLB,OAK,$540000
,Tyler Matakevich\MataTy00,ILB,PIT,$540000
,Jayron Kearse\KearJa00,SS,MIN,$540000
,John Wetzel\WetzJo00,T,ARI,$540000
,Brian Price\PricBr00,DT,DAL,$540000
,Jordan Taylor\TaylJo01,WR,DEN,$540000
,Erik Harris\HarrEr00,DB,OAK,$540000
,Jonathan Jones\JoneJo03,DB,NWE,$540000
,DeAndre Washington\WashDe00,RB,OAK,$540000
,Eric Tomlinson\TomlEr01,TE,NYJ,$540000
,Mike Jordan\JordMi00,DB,CLE,$540000
,Lafayette Pitts\PittLa00,CB,2TM,$540000
,Rashod Hill\HillRa01,T,MIN,$540000
,Brian Poole\PoolBr01,S,ATL,$540000
,Kyle Murphy\MurpKy00,OT,GNB,$540000
,Ryan Smith\SmitRy00,CB,TAM,$540000
,Dominique Alexander\AlexDo01,LB,CLE,$540000
,Sharrod Neasman\NeasSh00,S,ATL,$540000
,Nick Kwiatkoski\KwiaNi00,ILB,CHI,$540000
,Stephen Anderson\AndeSt01,TE,HOU,$540000
,Matt Judon\JudoMa00,DE,BAL,$540000
,Briean Boddy-Calhoun\BoddBr01,DB,CLE,$540000
,Juston Burris\BurrJu00,CB,NYJ,$540000
,Rashard Robinson\RobiRa00,CB,2TM,$540000
,Corey Moore\MoorCo00,S,HOU,$540000
,Antonio Hamilton\HamiAn01,CB,OAK,$540000
,Tommylee Lewis\LewiTo00,WR,NOR,$540000
,Spencer Pulley\PullSp00,C,LAC,$540000
,Josh Ferguson\FergJo02,RB,IND,$540000
,Tyrell Adams\AdamTy00,LB,OAK,$540000
,Eric Murray\MurrEr00,CB,KAN,$540000
,Kentrell Brice\BricKe00,S,GNB,$540000
,Vadal Alexander\AlexVa00,OG,OAK,$540000
,Marqui Christian\ChriMa00,SS,LAR,$540000
,Tyler Higbee\HigbTy00,TE,LAR,$540000
,Andy Janovich\JanoAn00,FB,DEN,$540000
,Halapoulivaati Vaitai\VaitHa00,OT,PHI,$540000
,Cory Littleton\LittCo01,LB,LAR,$540000
,Dean Lowry\LowrDe00,DE,GNB,$540000
,B.J. Goodson\GoodB.00,OLB,NYG,$540000
,Blake Countess\CounBl00,CB,LAR,$540000
,Casey Kreiter\KreiCa00,LS,DEN,$540000
,Josh Hawkins\HawkJo00,CB,GNB,$540000
,Robert Thomas\ThomRo04,NT,NYG,$540000
,Jatavis Brown\BrowJa05,OLB,LAC,$540000
,Parker Ehinger\EhinPa00,OG,KAN,$540000
,Xavier Woodson-Luster\WoodXa01,LB,OAK,$540000
,Demarcus Robinson\RobiDe01,WR,KAN,$540000
,Devontae Booker\BookDe00,RB,DEN,$540000
,Tyler Ervin\ErviTy00,RB,HOU,$540000
,Antonio Morrison\MorrAn01,ILB,IND,$540000
,Kameron Canaday\CanaKa00,LS,PIT,$540000
,Jeremy Vujnovich\VujnJe00,T,IND,$540000
,Brennan Scarlett\ScarBr00,LB,HOU,$540000
,Kevon Seymour\SeymKe00,CB,CAR,$540000
,Anthony Lanier\LaniAn00,DE,WAS,$540000
,Malcolm Brown\BrowMa03,RB,LAR,$540000
,Blake Martinez\MartBl01,ILB,GNB,$540000
,Ross Travis\TravRo00,TE,2TM,$540000
,Austin Blythe\BlytAu00,C,LAR,$540000
,Chris Moore\MoorCh00,WR,BAL,$540000
,Trevor Davis\DaviTr03,WR,GNB,$540000
,Roger Lewis\LewiRo03,WR,NYG,$540000
,Anthony Zettel\ZettAn00,DE,DET,$540000
,Marwin Evans\EvanMa00,S,GNB,$540000
,Damiere Byrd\ByrdDa00,WR,CAR,$540000
,Derrick Kindred\KindDe00,SS,CLE,$540000
,Terrance Smith\SmitTe04,LB,KAN,$540000
,Jared Norris\NorrJa01,LB,CAR,$540000
,Joe Haeg\HaegJo00,OT,IND,$540000
,Leonard Wester\WestLe00,T,TAM,$540000
,Kevin Hogan\HogaKe00,QB,CLE,$540000
,Deon Bush\BushDe00,FS,CHI,$540000
,Dak Prescott\PresDa01,QB,DAL,$540000
,Vince Mayle\MaylVi00,WR,BAL,$540000
,Destiny Vaeao\VaeaDe01,DT,PHI,$540000
,Dexter McCoil\McCoDe00,S,2TM,$540000
,Nick Vigil\VigiNi00,ILB,CIN,$540000
,Jake Rudock\RudoJa00,QB,DET,$540000
,De'Vante Harris\HarrDe04,DB,NOR,$540000
,Seth Devalve\DevaSe00,TE,CLE,$540000
,B.J. Finney\FinnB.01,C,PIT,$540000
,Alan Cross\CrosAl00,TE,TAM,$540000
,Morgan Fox\FoxxMo00,DL,LAR,$540000
,Curtis Riley\RileCu00,CB,TEN,$540000
,Eli Rogers\RogeEl00,WR,PIT,$540000
,Andrew Adams\AdamAn01,S,NYG,$540000
,Wil Lutz\LutzWi00,K,NOR,$540000
,James Cowser\CowsJa00,LB,OAK,$540000
,Paul Perkins\PerkPa00,RB,NYG,$540000
,Luke Rhodes\RhodLu00,LB,IND,$540000
,Mack Brown\BrowMa02,RB,2TM,$540000
,Robby Anderson\AndeRo04,WR,NYJ,$540000
,Tyreek Hill\HillTy00,WR,KAN,$540000
,Javien Elliott\ElliJa01,CB,TAM,$540000
,Joey Bosa\BosaJo00,DE,LAC,$540000
,Johnny Holton\HoltJo00,WR,OAK,$540000
,Miles Killebrew\KillMi00,SS,DET,$540000
,Riley Dixon\DixoRi00,P,DEN,$540000
,Senorise Perry\PerrSe00,RB,MIA,$540000
,Matthew Ioannidis\IoanMa01,DT,WAS,$540000
,Darius Latham\LathDa01,DT,OAK,$540000
,Kaelin Clay\ClayKa00,WR,2TM,$540000
,Elandon Roberts\RobeEl00,ILB,NWE,$540000
,Christopher Milton\MiltCh00,CB,IND,$540000
,Drew Kaser\KaseDr00,P,LAC,$540000
,Justin Simmons\SimmJu00,FS,DEN,$540000
,Romeo Okwara\OkwaRo01,DE,NYG,$540000
,Wendell Smallwood\SmalWe00,RB,PHI,$540000
,Austin Hooper\HoopAu00,TE,ATL,$540000
,Rick Lovato\LovaRi00,LS,PHI,$540000
,Cody Core\CoreCo00,WR,CIN,$540000
,Ben Koyack\KoyaBe00,TE,JAX,$540000
,Adolphus Washington\WashAd00,DT,BUF,$540000
,Rashawn Scott\ScotRa01,WR,MIA,$540000
,Brandon Shell\ShelBr00,OT,NYJ,$540000
,Lac Edwards\EdwaLa01,P,NYJ,$540000
,Chester Rogers\RogeCh02,WR,IND,$540000
,Michael Palardy\PalaMi00,P,CAR,$540000
,Matthias Farley\FarlMa00,DB,IND,$540000
,Dan Vitale\VitaDa00,FB,CLE,$540000
,Tanner McEvoy\McEvTa01,WR,SEA,$540000
,Trevor Williams\WillTr05,CB,LAC,$540000
,Xavier Grimble\GrimXa00,TE,PIT,$540000
,Robert Kelley\KellRo00,RB,WAS,$540000
,David Onyemata\OnyeDa00,DT,NOR,$540000
,Charles Tapper\TappCh00,DE,DAL,$540000
,Jordan Howard\HowaJo00,RB,CHI,$540000
,Clayton Fejedelem\FejeCl00,FS,CIN,$540000
,Jake Brendel\BrenJa01,C,MIA,$540000
,Charone Peake\PeakCh00,WR,NYJ,$540000
,Connor McGovern\McGoCo00,OG,DEN,$540000
,Joe Schobert\SchoJo00,OLB,CLE,$540000
,Spencer Drango\DranSp00,OG,CLE,$540000
,Anthony Brown\BrowAn02,CB,DAL,$540000
,Chris Manhertz\ManhCh00,TE,CAR,$540000
,Joe Thuney\ThunJo00,OG,NWE,$540000
,Ted Karras\KarrTe00,OG,NWE,$540000
,Evan Boehm\BoehEv00,C,ARI,$540000
,Tyler Ott\OttxTy00,LS,SEA,$540000
,Will Parks\ParkWi01,S,DEN,$540000
,Ricardo Louis\LouiRi00,WR,CLE,$540000
,Tye Smith\SmitTy01,CB,TEN,$540000
,Jeremy Cash\CashJe01,LB,CAR,$540000
,Austin Reiter\ReitAu00,C,CLE,$540000
,J.D. McKissic\McKiJ.00,WR,SEA,$540000
,Wes Schweitzer\SchwWe00,OT,ATL,$540000
,Caleb Benenoch\BeneCa00,OT,TAM,$540000
,Jarrod Wilson\WilsJa00,S,JAX,$540000
,Hassan Ridgeway\RidgHa00,DT,IND,$540000
,Joe Dahl\DahlJo00,OG,DET,$540000
,Bryan Witzmann\WitzBr00,T,KAN,$540000
,Olsen Pierre\PierOl00,DT,ARI,$540000
1421,Ed Stinson\StinEd00,DE,NYJ,$527647
1422,Andre Williams\WillAn00,RB,LAC,$527644
1423,Freddie Bishop\BishFr00,DE,NYJ,$508240
1424,D.J. Foster\FostD.01,RB,ARI,$508235
,Kyle Peko\PekoKy00,DT,DEN,$508235
,Emmett Cleary\CleaEm01,T,DET,$508235
,Alex Collins\CollAl00,RB,BAL,$508235
,Geronimo Allison\AlliGe01,WR,GNB,$508235
1429,Rashard Higgins\HiggRa00,WR,CLE,$508224
1430,Ulrick John\JohnUl00,OT,GNB,$506471
,Mark Nzeocha\NzeoMa00,OLB,SFO,$506471
1432,Deontae Skinner\SkinDe00,LB,NYG,$506464
1433,Andrew Gachkar\GachAn00,OLB,CAR,$501471
,Deonte Thompson\ThomDe04,WR,2TM,$501471
,Michael Mauti\MautMi00,OLB,NOR,$501471
,Bryce Harris\HarrBr01,T,NOR,$501471
1437,Griff Whalen\WhalGr00,WR,BAL,$501468
1438,Tavarres King\KingTa00,WR,NYG,$487059
,Demetrius McCray\McCrDe00,CB,OAK,$487059
1440,Seantrel Henderson\HendSe00,OT,BUF,$487058
1441,Arthur Jones\JoneAr22,DT,WAS,$476471
,Brian Hoyer\HoyeBr00,QB,2TM,$476471
,DeAndre Houston-Carson\HousDe00,FS,CHI,$476471
,Garrison Smith\SmitGa01,DT,SEA,$476471
1445,Eric Winston\WinsEr20,T,CIN,$470588
1446,Obum Gwacham\GwacOb00,DE,NYJ,$470294
,David Irving\IrviDa00,DE,DAL,$470294
,Tenny Palepoi\PaleTe00,DT,LAC,$470294
,Ben Heeney\HeenBe00,ILB,HOU,$470294
1450,Dezmen Southward\SoutDe00,SS,CAR,$470288
1451,Nate Hairston\HairNa00,CB,IND,$465000
,Garett Bolles\BollGa00,OT,DEN,$465000
,Will Holden\HoldWi00,OT,ARI,$465000
,Ejuan Price\PricEj00,OLB,LAR,$465000
,Devante Mays\MaysDe00,RB,GNB,$465000
,Ben Gedeon\GedeBe00,ILB,MIN,$465000
,Tanner Vallejo\VallTa00,ILB,BUF,$465000
,Trevon Coley\ColeTr01,DL,CLE,$465000
,Budda Baker\BakeBu00,FS,ARI,$465000
,John Johnson\JohnJo10,S,LAR,$465000
,Gareon Conley\ConlGa00,CB,OAK,$465000
,Cooper Rush\RushCo00,QB,DAL,$465000
,Jordan Willis\WillJo09,DE,CIN,$465000
,Lucas Patrick\PatrLu00,G,GNB,$465000
,Josh Carraway\CarrJo00,DE,TEN,$465000
,Eric Saubert\SaubEr00,TE,ATL,$465000
,Tim Williams\WillTi00,OLB,BAL,$465000
,Samaje Perine\PeriSa00,RB,WAS,$465000
,Patrick Mahomes\MahoPa00,QB,KAN,$465000
,Rudy Ford\FordRu00,S,ARI,$465000
,Tyler Catalina\CataTy00,OG,WAS,$465000
,Harvey Langi\LangHa00,ILB,NWE,$465000
,Delano Hill\HillDe02,FS,SEA,$465000
,Austin Ekeler\EkelAu00,RB,LAC,$465000
,Taysom Hill\HillTa00,QB,NOR,$465000
,Ifeanyi Momah\MomaIf00,WR,ARI,$465000
,Jourdan Lewis\LewiJo01,CB,DAL,$465000
,Cordrea Tankersley\TankCo00,CB,MIA,$465000
,Aldrick Rosas\RosaAl00,K,NYG,$465000
,Nicholas Morrow\MorrNi00,LB,OAK,$465000
,Treston Decoud\DecoTr00,CB,HOU,$465000
,Bam Bradley\BradBa00,OLB,BAL,$465000
,Matt Feiler\FeilMa00,T,PIT,$465000
,Davon Godchaux\GodcDa00,DT,MIA,$465000
,Matt Breida\BreiMa00,RB,SFO,$465000
,Deon Lacey\LaceDe00,LB,BUF,$465000
,Zach Cunningham\CunnZa00,OLB,HOU,$465000
,David Sharpe\SharDa02,OT,OAK,$465000
,David Njoku\NjokDa00,TE,CLE,$465000
,Corey Davis\DaviCo03,WR,TEN,$465000
,Marquel Lee\LeexMa01,ILB,OAK,$465000
,Chidobe Awuzie\AwuzCh00,CB,DAL,$465000
,Malik Hooker\HookMa00,FS,IND,$465000
,Elijah Qualls\QualEl00,DT,PHI,$465000
,Stefan McClure\McClSt01,S,WAS,$465000
